,Job Title,Company,Location,Experience,Salary,Link
1830,Data Analyst,Techplus Media,New Delhi,2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-techplus-media-private-limited-new-delhi-2-to-3-years-010724501510
1831,Data Analyst,MRO,Pune,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-figmd-pune-3-to-5-years-010720500537
1832,TARIFF DATA ANALYST,Innover Digital,Bengaluru,0-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-tariff-data-analyst-innover-digital-bengaluru-0-to-5-years-010525502902
1833,Data Analyst,Entytle,Pune,0-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-entytle-iinc-pune-0-to-5-years-010524501422
1834,Senior FP&A Analyst,Appviewx,"Coimbatore, Bengaluru",5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-senior-fp-a-analyst-appviewx-coimbatore-bengaluru-5-to-7-years-311025503692
1835,Analyst (Instrumentation GC/GCMS),Envirocare Labs,Thane,0-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-instrumentation-gc-gcms-envirocare-labs-pvt-ltd-thane-0-to-8-years-311025503096
1836,Analyst,Unitedlex,Gurugram,0-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-unitedlex-corporation-gurugram-0-to-6-years-311025502004
1837,Analyst - BBS Anlaytics,Bunge,"Jalandhar, Ludhiana, Patiala, Amritsar",2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-bbs-anlaytics-bunge-jalandhar-ludhiana-patiala-amritsar-2-to-4-years-301025505663
1838,MIS Executive,ADA Tech Solutions,Pune,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-ada-tech-solutions-private-limited-pune-1-to-3-years-281125930419
1839,MIS Executive,ADA Tech Solutions,Pune,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-ada-tech-solutions-private-limited-pune-1-to-3-years-281125929741
1840,Digital Data Engineer,Pierlite,Bengaluru,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-digital-data-engineer-pierlite-bengaluru-1-to-4-years-281025502192
1841,B2A Analyst,Zen Garden Hotel,Remote,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-b2a-analyst-zen-hotel-remote-2-to-7-years-281025501404
1842,Analyst,Prgx India,Pune,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-prgx-india-pvt-ltd-pune-2-to-4-years-280625500169
1843,MIS Executive,NetCreativeMind,Delhi / NCR(Okhla Industrial Area),2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-netcreativemind-delhi-ncr-2-to-3-years-271125028323
1844,Data Scientist,Entytle,Pune,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-entytle-iinc-pune-5-to-10-years-270825503011
1845,Helpdesk MIS Executive,Maple Pc & Peripherals,Jamshedpur,1-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-helpdesk-mis-executive-maple-pc-peripherals-jamshedpur-1-to-5-years-261125034518
1846,Data Scientist,Kasukurthi Healthcare,Hybrid - Bengaluru,4-6 Yrs,25-30 Lacs PA,https://www.naukri.com/job-listings-data-scientist-kasukurthi-healthcare-bengaluru-4-to-6-years-261125012803
1847,Mis Executive,eClerx,Chandigarh,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-coach-consultants-chandigarh-1-to-2-years-251125032430
1848,Data Engineer Ag & Trading,Cargill,Bengaluru,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-ag-trading-cargill-india-pvt-ltd-bengaluru-5-to-10-years-251025508512
1849,Data Engineer,Prolifics,Bengaluru,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-prolifics-bengaluru-5-to-10-years-251025503824
1850,Data Scientist,Aqilea,Bengaluru,4-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-aqilea-formerly-soltia-bengaluru-4-to-6-years-250825503874
1851,Data Engineer,Costmasters,Mohali,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-costmasters-mohali-1-to-4-years-250825500657
1852,Data Engineer,Billions United,Bengaluru,0-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-billions-united-bengaluru-0-to-2-years-250725500797
1853,Data Engineer,Accenture,Chennai,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-chennai-2-to-4-years-241125929585
1854,Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-241125929557
1855,Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-241125929514
1856,Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-241125929439
1857,Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-241125929434
1858,Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-241125929351
1859,MIS Executive L3,Wipro,Mumbai,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-l3-wipro-limited-mumbai-3-to-5-years-241125925740
1860,Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-241125918341
1861,Mis Executive,Leading Client,Dombivali,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-genxhire-services-private-limited-dombivali-2-to-4-years-241125913642
1862,Mis Executive,Leading Client,Navi Mumbai,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-genxhire-services-private-limited-navi-mumbai-2-to-4-years-241125907548
1863,Mis Executive,Leading Client,Mumbai,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-genxhire-services-private-limited-mumbai-2-to-4-years-241125907509
1864,Mis Executive,Leading Client,Thane,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-genxhire-services-private-limited-thane-2-to-4-years-241125907454
1865,Mis Executive,Leading Client,Mumbai Suburban,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-genxhire-services-private-limited-mumbai-suburban-2-to-4-years-241125907429
1866,T&T-EAD-OIDS- Analyst | Education | |,Deloitte Consulting,New Delhi,0-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-t-t-ead-oids-analyst-education-deloitte-new-delhi-0-to-5-years-241125505049
1867,Executive MIS,Sodexo Food Solutions India Pvt. Ltd.ces,Singrauli,1-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-executive-mis-sodexo-food-solutions-india-pvt-ltd-ces-singrauli-1-to-5-years-241125502312
1868,MIS EXECUTIVE,IOT Enterprise,Mumbai,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-iot-enterprise-mumbai-2-to-5-years-241025502118
1869,Data Engineer,Han Digital Solution,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-han-digital-solution-p-hubli-mangaluru-mysuru-bengaluru-belgaum-4-to-9-years-221125500667
1870,MIS Executive,Roys Institute Competitive Examination,Kolkata(Topsia +1),2-5 Yrs,2-4.5 Lacs PA,https://www.naukri.com/job-listings-mis-executive-roys-institute-competitive-examination-kolkata-2-to-5-years-221125011128
1871,Data Scientist I,Alegeus,Bengaluru,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-i-alegeus-bengaluru-3-to-8-years-221025507736
1872,Data Engineer,Snapdeal,Gurugram,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-jasper-infotech-pvt-ltd-gurugram-3-to-8-years-221025507699
1873,T&T-EAD-OIDS-DM-Data Scientist,Deloitte Consulting,New Delhi,6-11 Yrs,Not Disclosed,https://www.naukri.com/job-listings-t-t-ead-oids-dm-data-scientist-deloitte-new-delhi-6-to-11-years-221025505425
1874,Data Scientist,Shyftlabs,Noida,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-shyftlabs-noida-3-to-8-years-221025504854
1875,IWM-IPAS Analyst / Associate,Nomura,Mumbai,1-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-iwm-ipas-analyst-associate-nomura-capital-india-private-limited-mumbai-1-to-5-years-220925504033
1876,Python Data Engineer,Shyftlabs,Noida,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-python-data-engineer-shyftlabs-noida-5-to-10-years-220925502231
1877,MIS Executive,Fortunne Window Designs,Ponneri,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-fortunne-window-designs-ponneri-1-to-3-years-220825500125
1878,Data Engineer,Progient Labs,Remote,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-progient-labs-remote-5-to-10-years-220725501251
1879,Data Engineer,Wipro,Bengaluru,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-wipro-limited-bengaluru-5-to-8-years-211125934115
1880,Data Engineer,Wipro,Bengaluru,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-wipro-limited-bengaluru-5-to-8-years-211125934036
1881,IDM Analyst,R1 RCM,Noida,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-idm-analyst-naukri-healthcare-jobs-noida-1-to-3-years-211125924775
1882,"Data Engineer (Hadoop,Hive,Pyspark,SQL)",Allime Tech Solutions,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-hadoop-hive-pyspark-sql-allime-tech-solutions-hubli-mangaluru-mysuru-bengaluru-belgaum-4-to-9-years-211125503661
1883,Data and Computational Biology Scientist,Feathersoft Info Solutions,"Kochi, Chennai",10-15 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-and-computational-biology-scientist-feathersoft-info-solutions-private-limited-kochi-chennai-10-to-15-years-211125502320
1884,Data scientist,Clifyx Technology,Bengaluru,10-15 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-clifyx-technology-bengaluru-10-to-15-years-210825501834
1885,Data Scientist-Artificial Intelligence,IBM,Kochi,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-kochi-5-to-7-years-201125925284
1886,MIS Executive,AVP Web Solution,"Hathras, Dehradun",0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-avp-web-solution-hathras-dehradun-0-to-3-years-201125502806
1887,Data Engineer,Clustrex,Chennai,2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-clustrex-chennai-2-to-3-years-201125502486
1888,SPARK Data Onboarding Engineer,Photon,"Chennai, Bengaluru",5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-spark-data-onboarding-engineer-photon-interactive-pvt-ltd-chennai-bengaluru-5-to-10-years-191125927499
1889,Data Engineer,Virtusa,Chennai,8-13 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-virtusa-consulting-services-pvt-ltd-chennai-8-to-13-years-191125913125
1890,Data Engineer,Cargill,Bengaluru,12-17 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-cargill-india-pvt-ltd-bengaluru-12-to-17-years-191125506504
1891,Data Engineer,Encora,Chennai,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-encora-chennai-5-to-7-years-191125505179
1892,Data Engineer,Tatvic Analytics,Ahmedabad,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-tatvic-ahmedabad-2-to-7-years-191125503175
1893,Python ML Analyst,Infosys,Gurugram,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-python-ml-analyst-infosys-limited-gurugram-3-to-8-years-181125934773
1894,Data Engineer,Cargill,Bengaluru,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-cargill-business-services-india-private-limited-bengaluru-2-to-7-years-181125931060
1895,Data Engineer,Cargill,Bengaluru,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-cargill-business-services-india-private-limited-bengaluru-2-to-7-years-181125931006
1896,Data Scientist-Artificial Intelligence,IBM,Pune,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-pune-3-to-7-years-181125924395
1897,Data Engineer,NTT DATA,"New Delhi, Pune",10-18 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-ntt-data-new-delhi-pune-10-to-18-years-181125012350
1898,MIS-Executive,360DigiTMG,Bengaluru,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-360digitmg-bengaluru-2-to-7-years-180825503471
1899,BizViz - Trainee Data Engineer,360DigiTMG,Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-bizviz-trainee-data-engineer-360digitmg-bengaluru-3-to-5-years-180825503222
1900,Data Engineer,Cbts,Chennai,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-cbts-chennai-4-to-9-years-180825502779
1901,Data Engineer,Accenture,Chennai,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-chennai-2-to-4-years-171125926813
1902,Data Engineer,Accenture,Bengaluru,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171125926732
1903,Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-171125926445
1904,Data Engineer,Accenture,Bengaluru,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171125926396
1905,Data Engineer,Accenture,Bhubaneswar,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bhubaneswar-2-to-4-years-171125923902
1906,Data Engineer,Accenture,Bhubaneswar,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bhubaneswar-2-to-4-years-171125923899
1907,Data Engineer,Accenture,Bhubaneswar,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bhubaneswar-3-to-8-years-171125923898
1908,Data Engineer,Accenture,Bhubaneswar,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bhubaneswar-3-to-8-years-171125923496
1909,Data Engineer,Accenture,Pune,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-2-to-4-years-171125923267
1910,Data Engineer,Accenture,Pune,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-2-to-4-years-171125923153
1911,GN - SONG - MT - Hyperpersonalization - Analyst,Accenture,Mumbai,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-gn-song-mt-hyperpersonalization-analyst-accenture-solutions-pvt-ltd-mumbai-2-to-7-years-171125922339
1912,Data Engineer,Accenture,Indore,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-indore-2-to-4-years-171125921829
1913,Data Engineer,Accenture,Indore,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-indore-2-to-4-years-171125920705
1914,Data Engineer,Accenture,Indore,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-indore-3-to-8-years-171125920704
1915,Analyst,Wipro,Gurugram,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-wipro-limited-gurugram-1-to-3-years-171125919585
1916,Python Data Engineer,Virtusa,Chennai,7-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-python-data-engineer-virtusa-consulting-services-pvt-ltd-chennai-7-to-12-years-171125917836
1917,Data Engineer,Shashwath Solution,Mysuru,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-shashwath-solution-mysuru-1-to-3-years-171125915264
1918,Data Engineer - Food,Cargill,Bengaluru,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-food-cargill-business-services-india-private-limited-bengaluru-2-to-7-years-171125913494
1919,Python/GenAI/data Scientist,Capgemini,Pune,4-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-python-genai-data-scientist-capgemini-technology-services-india-limited-pune-4-to-7-years-171125913223
1920,Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-2-to-4-years-171125910194
1921,Data Engineer,Accenture,Bengaluru,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171125908588
1922,Data Engineer,Leading Client,Indore,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-zorba-consulting-indore-5-to-8-years-171125907827
1923,Analyst,Wipro,Bengaluru,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-wipro-limited-bengaluru-1-to-3-years-171125903331
1924,Opening with Pelatro For Data Scientist,Pelatro,"Bangalore Rural, Bengaluru",2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-opening-with-pelatro-for-data-scientist-pelatro-bangalore-rural-bengaluru-2-to-5-years-171125011047
1925,Data Engineer,Clifyx Technology,Bengaluru,8-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-clifyx-technology-bengaluru-8-to-10-years-160625501994
1926,Data Scientist,Rolling Arrays,Remote,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-rolling-arrays-consulting-pvt-ltd-remote-5-to-10-years-150725502595
1927,Data Scientist-Artificial Intelligence,IBM,Pune,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-pune-5-to-7-years-141125929694
1928,Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-141125929039
1929,Data Engineer,Accenture,Gurugram,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-gurugram-3-to-8-years-141125923405
1930,Data Engineer,Accenture,Pune,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-2-to-4-years-141125923259
1931,Data Engineer,Accenture,Pune,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-2-to-4-years-141125923232
1932,Data Engineer,Accenture,Pune,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-2-to-4-years-141125923220
1933,Data Engineer,Accenture,Chennai,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-chennai-3-to-8-years-141125922563
1934,Data Engineer,Leading Client,Bhopal,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-zorba-consulting-bhopal-5-to-8-years-141125917767
1935,Executive - MIS,Teleperformance (TP),Malad,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-executive-mis-teleperformance-global-business-private-limited-malad-1-to-2-years-141125914337
1936,Data Engineer,Leading Client,Remote,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-zorba-consulting-gurugram-5-to-8-years-141125913142
